lc_code,inst,faculty,dept
30103452,"Politeknik Negeri Lampung","Jurusan Ekonomi dan Bisnis","Program Studi S1 Tr. Teknologi Rekayasa Perangkat Lunak"
30103455,"Universitas Mulawarman","Fakultas Pertanian","Prodi S1 Teknologi Hasil Pertanian Jurusan Teknologi Hasil 5"
30103456,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Kedokteran","Program Studi S-1 Farmasi 4"
30103456,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Kedokteran","Program Studi S-1 Farmasi 7"
30103461,"Institut Seni Indonesia Padang","Fakultas Seni Rupa dan Desain","Program Studi S1 Desain Produk 3"
30103466,"Politeknik Negeri Bali","Jurusan Teknik Mesin",NULL
30103471,"Politeknik Negeri Sriwijaya","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis (Kampus Kab. Ogan Komering Ulu) Jurusan Administrasi Bisnis"
30103472,"Politeknik Negeri Malang","Jurusan Teknik Sipil","D4 Teknologi Rekayasa Konstruksi Jalan dan Jembatan Jurusan Teknik Sipil"
30103475,NULL,"Fakultas Pertanian","Prodi S1 Agribisnis"
30103476,"Politeknik Negeri Balikpapan","Jurusan Teknik Mesin",NULL
30103480,"Institut Seni Indonesia Padang","Fakultas Seni Rupa dan Desain","Program Studi D4 Produksi Media 5"
30103481,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Teknologi Hasil Pertanian","Program Studi Teknologi Pangan"
30103483,"Politeknik Negeri Manado","Jurusan Pariwisata","D3 Pariwisata Jurusan Pariwisata"
30103484,"Universitas Jenderal Soedirman","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 1"
30103485,"Politeknik Negeri Bengkalis","Jurusan Teknik Informatika","Program Studi D4 Rekayasa Perangkat Lunak"
30103492,"Universitas Bangka Belitung","Fakultas Pertanian Perikanan dan Kelautan","Prodi S1 Ilmu 1"
30103494,"Politeknik Pertanian Negeri Samarinda","Jurusan Lingkungan dan Kehutanan","D3 Pengelolaan Hutan Jurusan Lingkungan dan Kehutanan"
30103501,"Universitas Jambi","Fakultas Pendidikan Guru Sekolah Dasar Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 2"
30103501,"Universitas Jambi","Fakultas Pendidikan Guru Sekolah Dasar Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 6"
30103502,"Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Kelistrikan Kapal","D-IV Teknik Otomasi"
30103505,"Universitas Lampung","Fakultas Jurusan Biologi","Prodi S1 Biologi Terapan 2"
30103507,"Politeknik Negeri Lampung","Jurusan Budidaya Tanaman Pangan","Program Studi S1 Tr Teknologi Produksi Tanaman Pangan"
30103511,"Universitas Samudra","Fakultas Prodi S1 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S1 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30103512,"Politeknik Negeri Jakarta",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komuniukasi"
30103518,"Politeknik Negeri Samarinda","Jurusan Administrasi Bisnis","D4 Bisnis Digital Jurusan Administrasi Bisnis"
30103523,"Universitas Mulawarman","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Bimbingan Dan 3"
30103524,"Politeknik Negeri Ambon","Jurusan Teknik Elektro","Program Studi D-IV Teknik Informatika Jurusan Teknik Elektro"
30103525,"Universitas Jambi","Fakultas Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Bimbingan Dan Konseling 2"
30103527,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknologi Mineral dan Energi","Program Studi S2 Teknik Perminyakan Jurusan Teknik Perminyakan"
30103530,"Politeknik Negeri Sriwijaya","Jurusan Teknik Mesin",NULL
30103531,"Universitas Lampung","Fakultas Bahasa Inggris Jurusan Pendidikan Bahasa dan Seni","Prodi S2 Pendidikan 1"
30103535,"Politeknik Negeri Tanah Laut","Jurusan Rekayasa dan Industri","D4 Teknologi Rekayasa Pemeliharaan Alat Berat Jurusan Rekayasa dan Industri"
30103536,"Politeknik Negeri Fakfak","Jurusan Teknik Sipil","Program Studi D4 Teknologi Rekayasa Konstruksi Jalan dan Jembatan Jurusan Teknik Sipil"
30103537,"Politeknik Negeri Semarang","Jurusan Teknik Sipil","Program Studi D3"
30103538,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Mekanika dan Energi","D4 Sistem Pembangkit Energi Jurusan Teknik Mekanika dan Energi"
30103539,"Universitas Sultan Ageng","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 3"
30103543,"Politeknik Manufaktur Negeri Bangka Belitung","Jurusan Rekayasa Elektro","D4 Program Studi Elektronika"
30103546,"Politeknik Negeri Manado","Jurusan Teknik Sipil","D4 Teknik Jalan Jembatan Jurusan Teknik Sipil"
30103548,"Politeknik Negeri Sriwijaya","Jurusan Teknik Kimia","S2 Teknik Energi Terbarukan Jurusan Teknik Kimia"
30103550,"Universitas Mulawarman","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 5"
30103552,"Politeknik Negeri Ambon","Jurusan Teknik Elektro","Program Studi D-IV Teknologi Rekayasa Sistem Kelistrikan Minyak dan Gas Jurusan Teknik Elektro"
30103556,"Politeknik Negeri Lampung","Jurusan Peternakan","Program Studi S1 Tr. Teknologi Produksi Ternak"
30103557,"Politeknik Negeri Lampung","Jurusan Peternakan","Program Studi S1 Tr. Teknologi Perbenihan Ikan"
30103560,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Elektro",NULL
30103563,"Universitas Pattimura","Fakultas Universitas Pattimura","Prodi S1 Teknik Kimia Jurusan Teknik Geologi Fakultas Teknik 2"
30103565,"Universitas Riau","Fakultas Daya Perairan Jurusan Manajemen Sumber Daya Perairan","Prodi S1 Manajemen Sumber 1"
30103567,"Universitas Pembangunan Nasional Veteran" Jawa Timur"","Fakultas Ekonomi dan Bisnis","Prodi S1"
30103568,"Universitas Tanjungpura","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi 4"
30103570,"Politeknik Negeri Pontianak","Jurusan Teknologi Pertanian","D4 Pengolahan Hasil Perkebunan Terpadu"
30103575,"Politeknik Negeri Padang","Jurusan Akuntansi","D3 Akuntansi (PSDKU Solok Selatan) Jurusan Akuntansi"
30103576,"Universitas Sriwijaya","Fakultas Jurusan Fisika Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Fisika 1"
30103576,"Universitas Sriwijaya","Fakultas Jurusan Fisika Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Fisika 4"
30103578,"Universitas Lampung","Fakultas Pendidikan Geografi Jurusan Pendidikan Ilmu Pengetahuan Sosial","Prodi S1 1"
30103580,"Politeknik Negeri Lampung","Jurusan Budidaya Tanaman Pangan","Program Studi D3 Hortikultura"
30103581,"Universitas Lampung","Fakultas Bahasa Inggris Jurusan Pendidikan Bahasa dan Seni","Prodi S1 Pendidikan 1"
30103584,"Politeknik Negeri Malang","Jurusan Teknik Mesin","S2 Terapan Rekayasa Teknologi Manufaktur Jurusan Teknik Mesin"
30103585,"Politeknik Negeri Bengkalis","Jurusan Teknik Informatika","Program Studi D4 Keamanan Sistem Informasi"
30103586,"Politeknik Negeri Ketapang","Jurusan Teknik Elektro dan Teknik Informatika","D3 Teknologi Informasi Jurusan Teknik Elektro dan Teknik Informatika"
30103587,"Politeknik Negeri Madura","Jurusan Kesehatan",NULL
30103588,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Kimia","Program Studi D3-Teknologi Pengolahan Minyak dan Gas"
30103591,"Universitas Lampung","Fakultas Jurusan Ilmu Pendidikan","Prodi S1 Bimbingan dan Konseling 2"
30103592,"Politeknik Negeri Padang","Jurusan Teknik Mesin","D4 Manufaktur Jurusan Teknik mesin"
30103594,"Universitas Negeri Makassar","Fakultas Bahasa dan Sastra","Program Studi S1 Pendidikan Bahasa Mandarin 2"
30103596,"Politeknik Negeri Madura","Bagian Akademik Kemahasiswaan dan Umum","Subbagian Akademik"
30103600,"Politeknik Negeri Bali","Jurusan Teknik Elektro",NULL
30103601,"Politeknik Negeri Manado","Jurusan Administrasi Bisnis","D3 Manajemen Pemasaran Jurusan Administrasi Bisnis"
30103606,"Politeknik Pertanian Negeri Kupang","Jurusan Tanaman Pangan dan Horltikultura",D3
30103607,"Universitas Malikussaleh","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi S1 Ilmu 6"
30103610,"Universitas Cenderawasih","Fakultas Ilmu Keolahragaan","Prodi S1 Ilmu Keolahragaan Jurusan Ilmu 13"
30103612,"Universitas Lampung","Fakultas Dasar Jurusan Ilmu Pendidikan","Prodi S1 Pendidikan Guru Sekolah 3"
30103613,"Universitas Negeri Makassar","Fakultas Ilmu Sosial","Program Studi S1 Ilmu Administrasi Negara Jurusan Ilmu 29"
30103613,"Universitas Negeri Makassar","Fakultas Ilmu Sosial","Program Studi S1 Ilmu Administrasi Negara Jurusan Ilmu 3"
30103616,"Universitas Lambung Mangkurat","FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN","Pendidikan Profesi Dokter Fakultas Kedokteran dan Ilmu 3"
30103618,"Politeknik Negeri Bali",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30103620,"Politeknik Negeri Pontianak","Jurusan Akuntansi","D4 Perbankan dan Keuangan Digital"
30103622,"Politeknik Negeri Samarinda","Jurusan Desain","D4 Arsitektur Bangunan Gedung Jurusan Desain"
30103624,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi S1 Pendidikan Teknik 10"
30103624,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi S1 Pendidikan Teknik 3"
30103625,"Politeknik Negeri Pontianak","Jurusan Teknik Mesin","D3 Teknologi Mesin PSDKU Kab. Sanggau"
30103632,"Politeknik Negeri Malang","Jurusan Teknik Mesin","D4 Teknik Mesin Produksi dan Perawatan Kampus Kediri Jurusan Teknik Mesin"
30103635,"Universitas Jember","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi Sarjana (S1) 3"
30103636,"Politeknik Negeri Lhokseumawe","Jurusan Teknologi Informasi dan Komputer","Program Studi D4-Teknik Informatika"
30103639,"Universitas Manado","Fakultas Teknik","Prodi. S1 Arsitektur Jurusan Pendidikan Teknik Bangunan 3"
30103643,"Politeknik Negeri Sriwijaya","Jurusan Administrasi Bisnis","D3 Administrasi Bisnis Jurusan Administrasi Bisnis"
30103646,"Politeknik Negeri Jakarta","Jurusan Teknik Mesin","D4 Manufaktur"
30103648,"Politeknik Negeri Pontianak","Jurusan Teknologi Pertanian","D4 Budidaya Tanaman Perkebunan"
30103650,"Universitas Pembangunan Nasional Veteran" Jakarta"","Fakultas Ilmu Kesehatan","Program Studi S-2 2"
30103651,"Universitas Palangka Raya","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1"
30103652,"Politeknik Negeri Jakarta","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Konversi Energi"
30103658,"Universitas Sriwijaya","Fakultas Fakultas Ilmu Komputer","Program Studi S1 Sistem Informasi Jurusan Sistem Informasi 2"
30103659,"Universitas Sriwijaya","Fakultas Pendidikan Anak Usia Dini Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 Pendidikan Guru 1"
30103664,"Politeknik Negeri Banjarmasin",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30103667,"Universitas Tidar","Fakultas Mesin dan Industri","Prodi D4 Teknologi Rekayasa Perancangan Manufaktur Jurusan Teknik 5"
30103674,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknik Industri","Program Studi S1 Teknik 4"
30103674,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknik Industri","Program Studi S1 Teknik 5"
30103675,"Universitas Pattimura","Fakultas Fakultas Teknik Universitas Pattimura","Prodi S1 Teknik Sistem Perkapalan Jurusan Teknik Mesin 4"
30103678,"Universitas Jambi","Fakultas Ilmu Kesehatan","Prodi S1 Farmasi Fakultas Kedokteran dan 2"
30103680,"Universitas Tanjungpura","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Biologi 1"
30103684,"Politeknik Pertanian Negeri Kupang","Jurusan Peternakan",D4
30103686,"Universitas Lampung","Fakultas Ilmu Pemerintahan","Prodi S1 Ilmu Pemerintahan Jurusan 1"
30103692,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin","Program Studi D4-Teknologi Rekayasa Manufaktur"
30103697,"Politeknik Negeri Semarang","Jurusan Teknik Mesin","Program Studi D4"
30103700,"Universitas Sam Ratulangi","Fakultas Kedokteran","Program Studi Pendidikan Dokter Spesialis 1 Bedah Bagian Program Studi 2"
30103701,"Politeknik Negeri Ambon","Jurusan Teknik Sipil",NULL
30103702,"Universitas Sriwijaya","Fakultas Pertanian","Program Studi S1 Teknik Pertanian Jurusan Teknologi Pertanian Fakultas 7"
30103704,"Politeknik Pertanian Negeri Pangkajene Kepulauan","Jurusan Teknologi Kemaritiman","Program Studi D3 Teknik Kelautan Jurusan Teknologi Kemaritiman"
30103707,"Politeknik Negeri Nunukan","Jurusan Teknik Sipil Infrastruktur Perkotaan",NULL
30103709,"Universitas Pattimura","Fakultas Bimbingan Konseling Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan Universitas Pattimura","Prodi S1 4"
30103716,"Universitas Palangka Raya","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1"
30103720,"Politeknik Negeri Bandung","Jurusan Akuntansi","D4 Akuntansi Jurusan Akuntansi"
30103722,"Universitas Samudra","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Geofisika Jurusan 1"
30103722,"Universitas Samudra","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Geofisika Jurusan 6"
30103729,"Politeknik Negeri Bandung","Jurusan Administrasi Niaga","D4 Destinasi Pariwisata Jurusan Administrasi Niaga"
30103734,"Universitas Borneo Tarakan","Fakultas Perikanan dan Ilmu Kelautan","Program Studi S1 Manajemen Sumber 7"
30103739,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Informatika dan Komputer","D4 Teknik Komputer dan Jaringan"
30103740,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Mekanika dan Energi","D4 Teknik Mekatronika Jurusan Teknik Mekatronika dan Energi"
30103746,"Politeknik Negeri Bali","Jurusan Akuntansi","D4 Akuntansi Perpajakan"
30103747,"Politeknik Negeri Ambon",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30103748,"Politeknik Manufaktur Negeri Bandung","Jurusan Teknik Perancangan Manufaktur","D4 Rekayasa Perancangan Mekanik Jurusan Teknik Perancangan Manufaktur"
30103750,"Universitas Manado","Fakultas Ilmu Pendidikan dan Psikologi","S1 Psikologi Jurusan Psikologi Pendidikan dan Bimbingan Fakultas Ilmu Pendidikan dan Psikologi"
30103751,"Universitas Cenderawasih","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Manajemen 2"
30103752,"Politeknik Negeri Ambon","Jurusan Teknik Mesin","Program Studi D-III Teknik Mesin Jurusan Teknik Mesin"
30103754,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin",NULL
30103755,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknik Industri","Program Studi S1 Sistem 3"
30103755,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Teknik Industri","Program Studi S1 Sistem 4"
30103762,"Politeknik Negeri Malang","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Otomotif Kampus Lumajang Jurusan Teknik Mesin"
30103764,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Rekayasa Pertanian Dan Komputer",NULL
30103765,"Universitas Samudra","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Biologi Jurusan 1"
30103766,"Politeknik Negeri Banjarmasin","Jurusan Teknik Sipil dan Kebumian","D4 Teknologi Rekayasa Konstruksi Jalan dan Jembatan"
30103769,"Politeknik Negeri Indramayu","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum"
30103771,"Politeknik Pertanian Negeri Payakumbuh","Bagian Akademik Kemahasiswaan dan Kerja Sama","Subbagian Akademik"
30103772,"Politeknik Negeri Pontianak","Jurusan Akuntansi","D4 Akuntansi Perpajakan"
30103773,"Politeknik Negeri Balikpapan","Jurusan Rekayasa Elektro","D3 Teknik Elektro Jurusan Rekayasa Elektro"
30103775,"Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Permesinan Kapal",NULL
30103777,"Politeknik Elektronika Negeri Surabaya","Jurusan Teknik Mekanika dan Energi",NULL
30103792,"Politeknik Negeri Tanah Laut",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30103793,"Politeknik Negeri Bengkalis","Jurusan Teknik Mesin","Program Studi D4 Teknik Mesin Produksi dan Perawatan"
30103795,"Politeknik Negeri Madura","Pusat Penjaminan Mutu dan Pengembangan Pembelajaran",NULL
30103796,"Politeknik Negeri Semarang","Jurusan Teknik Elektro","Program Studi D3"
30103799,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi D4 Tata Boga Pendidikan Kesejahteraan 2"
30103801,"Politeknik Negeri Bali","Jurusan Teknik Elektro","D4 Teknologi Rekayasa Energi Terbarukan"
30103802,"Politeknik Negeri Sriwijaya","Jurusan Teknik Elektro","D3 Teknik Listrik Jurusan Teknik Elektro"
30103804,"Politeknik Negeri Bengkalis","Jurusan Kemaritiman","Program Studi D3 Nautika"
30103807,"Politeknik Negeri Kupang","Jurusan Teknik Elektro",NULL
30103808,"Politeknik Negeri Ketapang","Jurusan Teknik Elektro dan Teknik Informatika","D3 Teknologi Listrik Jurusan Teknik Elektro dan Teknik Informatika"
30103811,"Politeknik Perikanan Negeri Tual","Jurusan Teknologi Perikanan",NULL
30103814,"Politeknik Negeri Bali","Jurusan Teknik Mesin","D3 Teknik Pendingin Dan Tata Udara"
30103815,"Universitas Jember","Fakultas Matematika Dan Ilmu Pengetahuan Alam","Program Studi Sarjana (S1) 1"
30103820,"Politeknik Negeri Bandung",NULL,"Unit Penunjang Akademik Perawatan dan Perbaikan"
30103822,"Universitas Lampung","Fakultas Anak Usia Dini Jurusan Ilmu Pendidikan","Prodi S1 Pendidikan Guru Pendidikan 1"
30103822,"Universitas Lampung","Fakultas Anak Usia Dini Jurusan Ilmu Pendidikan","Prodi S1 Pendidikan Guru Pendidikan 2"
30103826,"Politeknik Negeri Kupang","Jurusan Teknik Mesin","D3 Teknik Mesin Otomotif Jurusan Teknik Mesin"
30103834,"Universitas Bangka Belitung","Fakultas Pertanian Perikanan dan Kelautan","Prodi S1 3"
30103836,"Politeknik Perikanan Negeri Tual","Jurusan Teknologi Perikanan","Program Studi D3 Teknologi Hasil Perikanan"
30103838,"Universitas Cenderawasih","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 2"
30103844,"Politeknik Negeri Batam","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Pengelasan dan Fabrikasi"
30103853,"Universitas Lampung","Fakultas Prodi S2 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Fakultas Prodi S2 Pendidikan Fisika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30103857,"Politeknik Negeri Lampung","Jurusan Teknologi Pertanian","Program Studi D3 Teknologi Pangan"
30103859,"Universitas Riau","Fakultas Olahraga Jurusan Pendidikan Olahraga","Prodi S1 Pendidikan Kepelatihan 2"
30103860,"Politeknik Negeri Malang","Jurusan Teknik Kimia","S2 Terapan Optimasi Rekayasa Kimia Jurusan Teknik Kimia"
30103869,"Politeknik Negeri Batam","Jurusan Teknik Informatika","D4 Rekayasa Keamanan Siber"
30103870,"Politeknik Negeri Lhokseumawe","Jurusan Teknologi Informasi dan Komputer","Program Studi D4-Teknologi Rekayasa Multimedia"
30103871,"Politeknik Perikanan Negeri Tual","Jurusan Teknologi Sumberdaya Perairan","Program Studi D3 Teknologi Budidaya Perikanan"
30103873,"Politeknik Negeri Indramayu","Jurusan Teknik Informatika","D3 Teknik Informatika"
30103875,"Politeknik Negeri Pontianak","Jurusan Teknik Mesin","D4 Teknik Mesin"
30103882,"Universitas Lampung","Fakultas Jurusan Ilmu Administrasi Negara","Prodi S1 Ilmu Administrasi Negara 4"
30103883,"Politeknik Negeri Indramayu","Jurusan Teknik Informatika","D4 Sistem Informasi Kota Cerdas"
30103884,"Universitas Cenderawasih","Fakultas Kesehatan Masyarakat","Prodi S1 Ilmu Kesehatan Masyarakat 15"
30103890,"Universitas Manado","Fakultas Ilmu Keolahragaan dan Kesehatan Masyarakat","Prodi. S1 Ilmu Keolahragaan Jurusan Ilmu Keolahragaan Fakultas Ilmu Keolahragaan dan Kesehatan Masyarakat"
30103891,"Universitas Bangka Belitung","Fakultas Ilmu Sosial dan llmu Politik","Prodi S1 Ilmu Politik Jurusan Ilmu 10"
30103891,"Universitas Bangka Belitung","Fakultas Ilmu Sosial dan llmu Politik","Prodi S1 Ilmu Politik Jurusan Ilmu 3"
30103892,"Politeknik Negeri Sriwijaya","Jurusan Akuntansi","D4 Akuntansi Sektor Publik (Kampus Kab. Siak) Jurusan Akuntansi"
30103896,"Universitas Lambung Mangkurat","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN","UNIVERSITAS LAMBUNG Prodi S1"
30103898,"Politeknik Negeri Malang",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30103899,"Politeknik Pertanian Negeri Kupang","Jurusan Manajemen Pertanian Lahan Kering",D3
30103904,"Politeknik Negeri Bandung","Jurusan Teknik Kimia","D3 Analis Kimia Jurusan Teknik Kimia"
30103906,"Universitas Manado","Fakultas Bahasa dan Seni","Prodi S1 Pendidikan Bahasa Jerman 1"
30103907,"Politeknik Negeri Batam","Jurusan Teknik Mesin","D4 Teknologi Rekayasa Metalurgi"
30103916,"Universitas Jambi","Fakultas Sains dan Teknologi","Prodi D3 Analis Kimia Fakultas 7"
30103917,"Universitas Borneo Tarakan","Fakultas Perikanan dan Ilmu Kelautan","Program Studi S1 Teknologi Hasil 1"
30103918,"Politeknik Negeri Jakarta","Jurusan Teknik Elektro","D3 Telekomunikasi"
30103920,"Universitas Riau","Fakultas Bahasa Inggris Jurusan Pendidikan Bahasa dan Seni","Prodi S1 Pendidikan 3"
30103921,"Universitas Bangka Belitung","Fakultas Ilmu Sosial dan llmu Politik","Prodi S1 Sastra Inggris Jurusan 1"
30103921,"Universitas Bangka Belitung","Fakultas Ilmu Sosial dan llmu Politik","Prodi S1 Sastra Inggris Jurusan 4"
30103923,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin","Program Studi D3-Teknologi Industri"
30103925,"Universitas Tadulako","Fakultas Pendidikan IPS","Prodi S1 Pendidikan Sejarah Jurusan 2"
30103927,"Politeknik Pertanian Negeri Kupang","Jurusan Tanaman Pangan dan Horltikultura",D3
30103928,"Universitas Lambung Mangkurat","FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN","Prodi S1"
30103930,"Politeknik Negeri Sriwijaya","Jurusan Manajemen Informatika","D3 Manajemen Informatika Jurusan Manajemen Informatika"
30103932,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Kimia",NULL
30103935,"Politeknik Negeri Jember","Jurusan Kesehatan","D4 Manajemen Informasi Kesehatan Jurusan Kesehatan"
30103937,"Politeknik Negeri Jakarta","Jurusan Teknik Elektro","D4 Instrumentasi Kontrol Industri"
30103940,"Universitas Lambung Mangkurat","FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM","Prodi S1"
30103944,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Pertanian","Program Studi S2 Manajemen Agribisnis 1"
30103944,"Universitas Pembangunan Nasional Veteran" Yogyakarta"","Fakultas Pertanian","Program Studi S2 Manajemen Agribisnis 2"
30103946,"Politeknik Pertanian Negeri Payakumbuh","Jurusan Rekayasa Pertanian Dan Komputer","Program Studi Teknologi Rekayasa Komputer"
30103947,"Universitas Mulawarman","Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Matematika Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
30103952,"Universitas Riau","Fakultas Jurusan Ilmu Pendidikan","Prodi S1 Bimbingan Konseling 1"
30103953,"Politeknik Negeri Indramayu","Jurusan Teknik","D3 Teknik Mesin"
30103960,"Politeknik Pertanian Negeri Samarinda","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum"
30103962,"Universitas Sriwijaya","Fakultas Jurusan Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Biologi 1"
30103963,"Politeknik Manufaktur Negeri Bandung",NULL,"Unit Penunjang Akademik Perpustakaan"
30103964,"Politeknik Negeri Banyuwangi","Jurusan Teknik Mesin",NULL
30103967,"Universitas Negeri Makassar","Fakultas Teknik","Program Studi S1 Pendidikan Teknologi Pertanian Pendidikan 3"
30103968,"Politeknik Negeri Padang","Jurusan Teknik Sipil","D4 Manajemen Rekayasa Konstruksi Jurusan Teknik Sipil"
30103969,"Politeknik Negeri Banyuwangi","Jurusan Teknik Sipil","D3 Teknik Sipil Jurusan Teknik Sipil"
30103970,"Universitas Bangka Belitung","Fakultas Ekonomi dan Bisnis","Prodi S1 Ekonomi Jurusan Ekonomi Fakultas Ekonomi 2"
30103970,"Universitas Bangka Belitung","Fakultas Ekonomi dan Bisnis","Prodi S1 Ekonomi Jurusan Ekonomi Fakultas Ekonomi 6"
30103980,"Institut Seni Budaya Indonesia","Fakultas Seni Pertunjukan","Prodi D4 Angklung dan Musik 17"
30103981,"Universitas Jambi","Fakultas Teknologi","Prodi S1 Teknik Pertambangan Fakultas Sains dan 2"
30103984,"Politeknik Negeri Sriwijaya","Jurusan Teknik Elektro",NULL
30103987,"Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin","Program Studi D3-Teknologi Mesin"
30103988,"Politeknik Negeri Banjarmasin","Jurusan Administrasi Bisnis",NULL
30103990,"Universitas Lampung","Fakultas Bahasa dan Sastra Indonesia Jurusan Pendidikan Bahasa dan Seni","Prodi S1 Pendidikan 1"
30103990,"Universitas Lampung","Fakultas Bahasa dan Sastra Indonesia Jurusan Pendidikan Bahasa dan Seni","Prodi S1 Pendidikan 2"
30103991,"Politeknik Negeri Jakarta","Jurusan Teknik Informatika dan Komputer","D1 Teknik Komputer dan Jaringan"
30104000,"Politeknik Negeri Indramayu",NULL,"Unit Penunjang Akademik Teknologi Informasi dan Komunikasi"
30104004,"Politeknik Negeri Padang",NULL,"Unit Penunjang Akademik Perpustakaan"
30104006,"Politeknik Negeri Ujung Pandang","Jurusan Teknik Elektro","D3 Teknik Elektronika"
30104009,"Universitas Samudra","Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Fisika Jurusan 4"
30104010,"Politeknik Negeri Samarinda","Jurusan Teknik Elektro","D3 Teknik Listrik"
30104011,"Universitas Sam Ratulangi","Fakultas Matematika dan Ilmu Pengetahuan Alam","Studi S1 Matematika Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam"
30104012,"Politeknik Negeri Jember","Jurusan Teknologi Informasi","D4 Teknik Informatika Jurusan Teknologi Informasi"
30104013,"Universitas Jember","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi Sarjana (S1) 2"
30104013,"Universitas Jember","Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi Sarjana (S1) 3"
30104016,"Politeknik Negeri Banjarmasin","Jurusan Teknik Elektro","D4 Sistem Informasi Kota Cerdas"
